[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=127
YRANGE=127
NAME=a_1 x a_2
XTITLE=a_1
YTITLE=a_2

[DATA]
29	5	1
30	5	3
31	5	1
23	6	1
28	6	8
29	6	17
30	6	9
31	6	7
25	7	1
28	7	3
29	7	1
30	7	7
32	7	1
36	7	1
18	8	1
19	8	1
25	8	1
28	8	1
30	8	1
31	8	1
33	8	1
20	9	1
25	9	1
26	9	1
29	9	1
38	10	1
40	10	1
41	10	1
15	11	1
26	11	1
37	11	1
38	11	1
23	12	1
29	12	1
30	12	3
32	12	1
37	12	1
38	12	1
39	12	1
15	13	1
23	13	1
29	13	1
44	13	1
17	14	1
22	14	1
30	14	1
35	14	1
13	15	2
17	15	1
22	15	1
23	15	1
24	15	1
30	15	1
32	15	1
41	15	1
45	15	1
20	16	2
29	16	1
30	16	1
37	16	1
38	16	1
28	17	1
33	17	1
37	17	1
40	17	1
10	19	1
21	19	1
27	19	1
28	19	1
30	19	1
48	19	1
8	20	1
12	20	1
23	20	1
32	20	1
38	20	1
40	20	1
41	20	1
47	20	1
48	20	1
8	21	1
14	21	1
32	21	1
35	21	2
46	21	1
24	22	1
32	22	1
37	22	1
39	22	1
50	22	1
9	23	1
11	23	1
15	23	1
34	23	1
35	23	1
42	23	1
44	23	1
47	23	1
50	23	1
6	24	1
16	24	1
20	24	2
25	24	1
29	24	1
31	24	1
33	24	1
35	24	1
36	24	1
43	24	1
46	24	1
20	25	1
28	25	1
30	25	1
37	25	1
43	25	1
48	25	2
20	26	1
28	26	1
29	26	2
35	26	1
39	26	1
48	26	1
49	26	2
50	26	1
6	27	1
8	27	2
15	27	1
18	27	1
19	27	1
25	27	1
27	27	1
28	27	7
29	27	28
30	27	13
33	27	1
36	27	1
38	27	1
40	27	1
41	27	1
50	27	2
51	27	1
6	28	1
12	28	1
16	28	1
17	28	1
20	28	2
21	28	1
22	28	1
25	28	1
28	28	3
29	28	17
30	28	7
33	28	1
38	28	1
41	28	1
43	28	1
45	28	1
48	28	1
51	28	1
12	29	1
26	29	1
31	29	1
34	29	1
38	29	1
39	29	2
40	29	1
6	30	1
13	30	2
19	30	1
20	30	1
30	30	1
31	30	1
32	30	1
37	30	1
40	30	1
41	30	1
46	30	1
47	30	1
49	30	1
50	30	1
7	31	1
10	31	1
23	31	1
24	31	1
25	31	1
29	31	1
35	31	1
37	31	1
41	31	1
42	31	1
43	31	1
44	31	3
45	31	1
47	31	1
50	31	1
51	31	3
12	32	1
20	32	1
25	32	1
36	32	1
39	32	1
42	32	1
43	32	1
44	32	1
45	32	1
46	32	1
47	32	1
48	32	1
49	32	3
50	32	1
51	32	2
10	33	1
15	33	1
26	33	1
27	33	1
29	33	1
37	33	1
39	33	1
41	33	2
44	33	2
46	33	1
47	33	2
49	33	3
51	33	2
7	34	1
8	34	1
15	34	1
17	34	1
32	34	1
35	34	1
38	34	2
41	34	1
42	34	1
43	34	2
44	34	1
46	34	1
48	34	2
49	34	3
50	34	1
51	34	1
6	35	1
14	35	3
23	35	2
25	35	1
28	35	1
34	35	1
36	35	1
38	35	1
41	35	1
42	35	2
43	35	3
44	35	2
45	35	1
46	35	1
48	35	3
50	35	3
51	35	1
8	36	1
13	36	1
14	36	2
29	36	2
36	36	1
37	36	1
39	36	1
40	36	1
44	36	1
45	36	2
47	36	1
48	36	2
49	36	3
50	36	3
7	37	1
10	37	1
11	37	1
16	37	1
23	37	1
26	37	1
39	37	1
43	37	1
44	37	1
45	37	1
46	37	5
48	37	3
49	37	6
50	37	3
8	38	1
10	38	1
16	38	1
24	38	1
27	38	1
38	38	1
40	38	1
41	38	1
44	38	3
46	38	1
47	38	1
48	38	6
49	38	4
50	38	1
15	39	2
17	39	1
18	39	1
25	39	1
29	39	1
30	39	2
40	39	1
42	39	1
43	39	1
44	39	4
45	39	2
47	39	1
48	39	6
49	39	3
19	40	1
21	40	1
35	40	1
37	40	1
39	40	2
43	40	1
45	40	2
46	40	1
47	40	1
48	40	5
49	40	1
11	41	2
12	41	1
18	41	1
28	41	1
35	41	1
38	41	1
40	41	1
41	41	1
42	41	2
45	41	1
46	41	2
47	41	2
48	41	3
10	42	1
11	42	1
13	42	1
19	42	1
22	42	1
26	42	1
32	42	1
43	42	1
46	42	5
47	42	3
11	43	1
12	43	1
18	43	1
20	43	1
25	43	1
27	43	1
44	43	1
45	43	1
46	43	2
35	44	1
36	44	1
38	44	1
44	44	1
45	44	4
46	44	1
18	45	1
21	45	1
22	45	1
37	45	1
40	45	1
42	45	1
43	45	1
17	46	1
18	46	1
19	46	1
22	46	1
31	46	1
32	46	1
34	46	1
36	46	1
15	47	1
23	47	1
37	47	1
39	47	1
16	48	1
18	48	1
22	48	1
33	48	1
18	49	1
27	49	1
37	49	1
20	50	1
30	50	1
36	50	1
23	51	1
25	51	1
29	51	1
