foil_ID, species, incident energy [keV], kF [keV*degrees], sig_kF [keV*degrees], psi_half [degrees], sigma [degrees], sig_sigma [degrees], kappa, sig_kappa
B07c, He, 30.000000, 34.334000, 1.269804, 1.166008, 1.273120, 0.002385, 1.873297, 0.005061
B07c, He, 40.000000, 34.334000, 1.269804, 0.854452, 0.930864, 0.002014, 1.832452, 0.005465
B07c, N, 10.000000, 95.082069, 2.569719, 9.185896, 9.517437, 0.009747, 1.229516, 0.004034
B07c, N, 20.000000, 95.082069, 2.569719, 4.655911, 4.938211, 0.004388, 1.450183, 0.002494
B07c, N, 30.000000, 95.082069, 2.569719, 3.191280, 3.412997, 0.002393, 1.549879, 0.001737
B07c, N, 40.000000, 95.082069, 2.569719, 2.420559, 2.605827, 0.001634, 1.639889, 0.001439
B07c, N, 50.000000, 95.082069, 2.569719, 1.960222, 2.113810, 0.001408, 1.663998, 0.001525
B08a, Ar, 30.000000, 214.610031, 27.442692, 7.564492, 7.856671, 0.003641, 1.249143, 0.001386
B08a, Ar, 40.000000, 214.610031, 27.442692, 5.698961, 5.920702, 0.002734, 1.251319, 0.001172
B08a, Ar, 50.000000, 214.610031, 27.442692, 4.623200, 4.856824, 0.001973, 1.350587, 0.001011
B08a, He, 5.000000, 37.324627, 2.193420, 7.263358, 7.631188, 0.015429, 1.351710, 0.007358
B08a, He, 10.000000, 37.324627, 2.193420, 3.809651, 4.153990, 0.004943, 1.848825, 0.004364
B08a, He, 15.000000, 37.324627, 2.193420, 2.601463, 2.850330, 0.004672, 1.942678, 0.005511
B08a, He, 20.000000, 37.324627, 2.193420, 1.947901, 2.133721, 0.002388, 1.938110, 0.003468
B08a, He, 30.000000, 37.324627, 2.193420, 1.293850, 1.414677, 0.002816, 1.898848, 0.005756
B08a, He, 40.000000, 37.324627, 2.193420, 0.965474, 1.057619, 0.002637, 1.938822, 0.007316
B08a, N, 10.000000, 99.195511, 14.523952, 10.407967, 10.793290, 0.010134, 1.240029, 0.004036
B08a, N, 20.000000, 99.195511, 14.523952, 5.189852, 5.504702, 0.004006, 1.450552, 0.002198
B08a, N, 30.000000, 99.195511, 14.523952, 3.563703, 3.812678, 0.002745, 1.554649, 0.001898
B08a, N, 40.000000, 99.195511, 14.523952, 2.717487, 2.927399, 0.001932, 1.649154, 0.001643
B08a, N, 50.000000, 99.195511, 14.523952, 2.198042, 2.368079, 0.001004, 1.650736, 0.001011
B09a, Ar, 30.000000, 243.072327, 35.502327, 8.827521, 9.134550, 0.005807, 1.220531, 0.002285
B09a, Ar, 40.000000, 243.072327, 35.502327, 6.634178, 6.891834, 0.002766, 1.250764, 0.001174
B09a, Ar, 50.000000, 243.072327, 35.502327, 5.369900, 5.651231, 0.002475, 1.368251, 0.001180
B09a, He, 5.000000, 42.750355, 3.151916, 8.690908, 9.374113, 0.013666, 1.667353, 0.008723
B09a, He, 10.000000, 42.750355, 3.151916, 4.420230, 4.820108, 0.006360, 1.850178, 0.005617
B09a, He, 15.000000, 42.750355, 3.151916, 2.917178, 3.181428, 0.005452, 1.852126, 0.005648
B09a, He, 20.000000, 42.750355, 3.151916, 2.230285, 2.444294, 0.003775, 1.948388, 0.004949
B09a, He, 30.000000, 42.750355, 3.151916, 1.494052, 1.636968, 0.002570, 1.942653, 0.004658
B09a, He, 40.000000, 42.750355, 3.151916, 1.130359, 1.238638, 0.002526, 1.945355, 0.006055
B09a, N, 10.000000, 120.273560, 10.320595, 12.588952, 13.128520, 0.014491, 1.289878, 0.006420
B09a, N, 20.000000, 120.273560, 10.320595, 5.943882, 6.298893, 0.004820, 1.440706, 0.002487
B09a, N, 30.000000, 120.273560, 10.320595, 4.111141, 4.396890, 0.002268, 1.550257, 0.001470
B09a, N, 40.000000, 120.273560, 10.320595, 3.118790, 3.336721, 0.002613, 1.554885, 0.001995
B09a, N, 50.000000, 120.273560, 10.320595, 2.556226, 2.754846, 0.001177, 1.655507, 0.001080
B10a, Ar, 30.000000, 243.599060, 33.487698, 8.988079, 9.212945, 0.005297, 1.149861, 0.001849
B10a, Ar, 40.000000, 243.599060, 33.487698, 6.820605, 7.093657, 0.003252, 1.262379, 0.001376
B10a, Ar, 50.000000, 243.599060, 33.487698, 5.485255, 5.775756, 0.002286, 1.374164, 0.001092
B10a, He, 5.000000, 42.675320, 2.703669, 8.667321, 9.120545, 0.011196, 1.366790, 0.005373
B10a, He, 10.000000, 42.675320, 2.703669, 4.437190, 4.838450, 0.005809, 1.849579, 0.004802
B10a, He, 15.000000, 42.675320, 2.703669, 3.052396, 3.348073, 0.005642, 1.965945, 0.006524
B10a, He, 20.000000, 42.675320, 2.703669, 2.275208, 2.493930, 0.003593, 1.951727, 0.005050
B10a, He, 30.000000, 42.675320, 2.703669, 1.512299, 1.657752, 0.002849, 1.952550, 0.005399
B10a, He, 40.000000, 42.675320, 2.703669, 1.125532, 1.233898, 0.001801, 1.954242, 0.004488
B10a, N, 10.000000, 122.203011, 11.324994, 13.321042, 14.179220, 0.012612, 1.505689, 0.007683
B10a, N, 20.000000, 122.203011, 11.324994, 6.127807, 6.490790, 0.004776, 1.437263, 0.002450
B10a, N, 30.000000, 122.203011, 11.324994, 4.193663, 4.485585, 0.002913, 1.551573, 0.001927
B10a, N, 40.000000, 122.203011, 11.324994, 3.197983, 3.445294, 0.002627, 1.650381, 0.002105
B10a, N, 50.000000, 122.203011, 11.324994, 2.591596, 2.793484, 0.001834, 1.658397, 0.001722
B15a, Ar, 40.000000, 421.415314, 103.433685, 14.000634, 14.565341, 0.009621, 1.267007, 0.003904
B15a, Ar, 50.000000, 421.415314, 103.433685, 10.878221, 11.426993, 0.009385, 1.349881, 0.004226
B15a, He, 10.000000, 69.730751, 8.998856, 7.720354, 8.257810, 0.011558, 1.551519, 0.006932
B15a, He, 15.000000, 69.730751, 8.998856, 5.183196, 5.651535, 0.010848, 1.848262, 0.008661
B15a, He, 20.000000, 69.730751, 8.998856, 3.939813, 4.315824, 0.005274, 1.938859, 0.005093
B15a, He, 30.000000, 69.730751, 8.998856, 2.624894, 2.877048, 0.004421, 1.950486, 0.005511
B15a, He, 40.000000, 69.730751, 8.998856, 1.942702, 2.129808, 0.003217, 1.955051, 0.004935
B15a, N, 20.000000, 213.558167, 25.581604, 11.651487, 11.713326, 0.010160, 1.032914, 0.002986
B15a, N, 30.000000, 213.558167, 25.581604, 7.662508, 8.049677, 0.004753, 1.350600, 0.002251
B15a, N, 40.000000, 213.558167, 25.581604, 5.797492, 6.151182, 0.006328, 1.454035, 0.003494
B15a, N, 50.000000, 213.558167, 25.581604, 4.618000, 4.938922, 0.004409, 1.550100, 0.002757
B15b, Ar, 30.000000, 331.520538, 68.135246, 12.667935, 13.208211, 0.010186, 1.288107, 0.004336
B15b, Ar, 40.000000, 331.520538, 68.135246, 9.365729, 9.933501, 0.004724, 1.450091, 0.002371
B15b, Ar, 50.000000, 331.520538, 68.135246, 7.435122, 7.885442, 0.003251, 1.449490, 0.001667
B15b, He, 5.000000, 58.327621, 0.403655, 11.759292, 12.470823, 0.021191, 1.448905, 0.010991
B15b, He, 10.000000, 58.327621, 0.403655, 5.885682, 6.482872, 0.006819, 2.057794, 0.006744
B15b, He, 15.000000, 58.327621, 0.403655, 3.881988, 4.275153, 0.006831, 2.053980, 0.007553
B15b, He, 20.000000, 58.327621, 0.403655, 2.909612, 3.215993, 0.003360, 2.141810, 0.004500
B15b, He, 30.000000, 58.327621, 0.403655, 1.930555, 2.131010, 0.003772, 2.107552, 0.006777
B15b, He, 40.000000, 58.327621, 0.403655, 1.449518, 1.595944, 0.003099, 2.048537, 0.006891
B15b, N, 20.000000, 167.335098, 1.392694, 8.284893, 8.778946, 0.005865, 1.442357, 0.002915
B15b, N, 30.000000, 167.335098, 1.392694, 5.562317, 5.992140, 0.003490, 1.649598, 0.002275
B15b, N, 40.000000, 167.335098, 1.392694, 4.224389, 4.580002, 0.003440, 1.748917, 0.002675
B15b, N, 50.000000, 167.335098, 1.392694, 3.356294, 3.639043, 0.002406, 1.749931, 0.002083
B20a, Ar, 30.000000, 340.744965, 57.277641, 12.165559, 12.895278, 0.005992, 1.444442, 0.003129
B20a, Ar, 40.000000, 340.744965, 57.277641, 8.973458, 9.517504, 0.003838, 1.450156, 0.001996
B20a, Ar, 50.000000, 340.744965, 57.277641, 7.112160, 7.541038, 0.003423, 1.446656, 0.001750
B20a, H, 5.000000, 28.678566, 2.117452, 6.170023, 6.847121, 0.004896, 2.247165, 0.005270
B20a, H, 10.000000, 28.678566, 2.117452, 3.079732, 3.417069, 0.002473, 2.241893, 0.003530
B20a, H, 15.000000, 28.678566, 2.117452, 2.066831, 2.287930, 0.001909, 2.178307, 0.003540
B20a, H, 20.000000, 28.678566, 2.117452, 1.510862, 1.670263, 0.001322, 2.146204, 0.002983
B20a, He, 5.000000, 54.772621, 2.214504, 10.952827, 11.335356, 0.016251, 1.226574, 0.006767
B20a, He, 10.000000, 54.772621, 2.214504, 5.623587, 6.172839, 0.006726, 1.981855, 0.006197
B20a, He, 15.000000, 54.772621, 2.214504, 3.807777, 4.193147, 0.005986, 2.052492, 0.006772
B20a, He, 20.000000, 54.772621, 2.214504, 2.839458, 3.139266, 0.004763, 2.148203, 0.006580
B20a, He, 30.000000, 54.772621, 2.214504, 1.878509, 2.068813, 0.003498, 2.054692, 0.006269
B20a, He, 40.000000, 54.772621, 2.214504, 1.360507, 1.496829, 0.002631, 2.031993, 0.005861
B20a, N, 10.000000, 165.935745, 14.844070, 19.492189, 21.301937, 0.033204, 1.894033, 0.030547
B20a, N, 20.000000, 165.935745, 14.844070, 7.944199, 8.431127, 0.004488, 1.457147, 0.002357
B20a, N, 30.000000, 165.935745, 14.844070, 5.366253, 5.780927, 0.003508, 1.649582, 0.002304
B20a, N, 40.000000, 165.935745, 14.844070, 4.077333, 4.417693, 0.003463, 1.737976, 0.002679
B20a, N, 50.000000, 165.935745, 14.844070, 3.245450, 3.518798, 0.002406, 1.749624, 0.002109
B20b, Ar, 30.000000, 344.195282, 75.624168, 13.549136, 14.596527, 0.007549, 1.649983, 0.005263
B20b, Ar, 40.000000, 344.195282, 75.624168, 9.771066, 10.365844, 0.005421, 1.452672, 0.003012
B20b, Ar, 50.000000, 344.195282, 75.624168, 7.693064, 8.159294, 0.003820, 1.449892, 0.002004
B20b, H, 5.000000, 31.649393, 1.747289, 6.504586, 7.191930, 0.004489, 2.150067, 0.004558
B20b, H, 10.000000, 31.649393, 1.747289, 3.255656, 3.620137, 0.002559, 2.301094, 0.003779
B20b, H, 15.000000, 31.649393, 1.747289, 2.152494, 2.388775, 0.002035, 2.247889, 0.003763
B20b, H, 20.000000, 31.649393, 1.747289, 1.629205, 1.806371, 0.001379, 2.221844, 0.003198
B20b, He, 5.000000, 60.115170, 1.172811, 12.364383, 13.294325, 0.021245, 1.631987, 0.014777
B20b, He, 10.000000, 60.115170, 1.172811, 5.961119, 6.556181, 0.006639, 2.023921, 0.006128
B20b, He, 15.000000, 60.115170, 1.172811, 4.024078, 4.446123, 0.007978, 2.146046, 0.009535
B20b, He, 20.000000, 60.115170, 1.172811, 3.053691, 3.378137, 0.004793, 2.163497, 0.006672
B20b, He, 30.000000, 60.115170, 1.172811, 1.962670, 2.167995, 0.003463, 2.126299, 0.006181
B20b, He, 40.000000, 60.115170, 1.172811, 1.475004, 1.624577, 0.002117, 2.056804, 0.004778
B20b, N, 20.000000, 173.055695, 1.021755, 8.617834, 9.123540, 0.006896, 1.434687, 0.003519
B20b, N, 30.000000, 173.055695, 1.021755, 5.747509, 6.191548, 0.004039, 1.649382, 0.002646
B20b, N, 40.000000, 173.055695, 1.021755, 4.322461, 4.686371, 0.003109, 1.749060, 0.002343
B20b, N, 50.000000, 173.055695, 1.021755, 3.491027, 3.795663, 0.002418, 1.797089, 0.002162
C8, Ar, 30.000000, 197.057129, 4.046167, 6.437168, 6.598461, 0.002959, 1.150153, 0.001015
C8, Ar, 40.000000, 197.057129, 4.046167, 4.923293, 5.118796, 0.002318, 1.257623, 0.001017
C8, Ar, 50.000000, 197.057129, 4.046167, 4.024152, 4.213805, 0.002390, 1.333707, 0.001258
C8, He, 5.000000, 34.127579, 1.265407, 6.388376, 6.711036, 0.009536, 1.350459, 0.004469
C8, He, 10.000000, 34.127579, 1.265407, 3.432122, 3.739742, 0.005937, 1.836193, 0.005421
C8, He, 15.000000, 34.127579, 1.265407, 2.343839, 2.556261, 0.005118, 1.852821, 0.006297
C8, He, 20.000000, 34.127579, 1.265407, 1.750853, 1.910594, 0.002534, 1.862982, 0.003830
C8, He, 30.000000, 34.127579, 1.265407, 1.164954, 1.271827, 0.001872, 1.871245, 0.004051
C8, He, 40.000000, 34.127579, 1.265407, 0.837376, 0.908665, 0.001882, 1.763597, 0.005003
C8, N, 10.000000, 93.810570, 3.195004, 9.059848, 9.382962, 0.010431, 1.226527, 0.004426
C8, N, 20.000000, 93.810570, 3.195004, 4.550105, 4.825854, 0.002886, 1.449877, 0.001621
C8, N, 30.000000, 93.810570, 3.195004, 3.112676, 3.327970, 0.002570, 1.546042, 0.001834
C8, N, 40.000000, 93.810570, 3.195004, 2.417409, 2.602667, 0.002494, 1.641162, 0.002229
C8, N, 50.000000, 93.810570, 3.195004, 1.951873, 2.103348, 0.001431, 1.653990, 0.001549
13A, H, 5.000000, 20.241945, 0.211475, 4.019775, 4.398868, 0.004954, 1.918463, 0.004782
13A, H, 10.000000, 20.241945, 0.211475, 2.043240, 2.247605, 0.002409, 2.027363, 0.003786
13A, H, 15.000000, 20.241945, 0.211475, 1.334965, 1.464024, 0.001656, 1.961648, 0.003580
13A, H, 20.000000, 20.241945, 0.211475, 1.020767, 1.118388, 0.001983, 1.942548, 0.005570
13B, H, 5.000000, 15.094872, 0.328115, 2.946763, 3.214216, 0.001988, 1.855121, 0.002028
13B, H, 10.000000, 15.094872, 0.328115, 1.517695, 1.662846, 0.001835, 1.942526, 0.003275
13B, H, 15.000000, 15.094872, 0.328115, 1.033946, 1.129844, 0.001521, 1.888070, 0.003788
13B, H, 20.000000, 15.094872, 0.328115, 0.748512, 0.815897, 0.001686, 1.842132, 0.005453
13C, H, 5.000000, 15.254656, 1.077250, 3.111869, 3.393714, 0.002369, 1.852022, 0.002378
13C, H, 10.000000, 15.254656, 1.077250, 1.563237, 1.712169, 0.001753, 1.935818, 0.003055
13C, H, 15.000000, 15.254656, 1.077250, 1.074984, 1.175094, 0.001435, 1.893764, 0.003478
13C, H, 20.000000, 15.254656, 1.077250, 0.800617, 0.873588, 0.001702, 1.859670, 0.005371
13D, H, 5.000000, 16.045530, 0.535368, 3.191205, 3.479939, 0.002579, 1.850378, 0.002545
13D, H, 10.000000, 16.045530, 0.535368, 1.646765, 1.803698, 0.001467, 1.935674, 0.002480
13D, H, 15.000000, 16.045530, 0.535368, 1.096393, 1.201291, 0.001904, 1.942892, 0.004631
13D, H, 20.000000, 16.045530, 0.535368, 0.766959, 0.835939, 0.001191, 1.841154, 0.003647
13E, H, 5.000000, 20.850128, 0.168042, 4.133639, 4.530419, 0.003361, 1.949041, 0.003193
13E, H, 10.000000, 20.850128, 0.168042, 2.091693, 2.302510, 0.002975, 2.043558, 0.004635
13E, H, 15.000000, 20.850128, 0.168042, 1.384442, 1.521367, 0.001917, 2.004294, 0.004120
13E, H, 20.000000, 20.850128, 0.168042, 1.052539, 1.153844, 0.001528, 1.954052, 0.004193
13F, H, 5.000000, 19.904490, 0.441772, 3.947921, 4.325226, 0.002834, 1.941295, 0.002729
13F, H, 10.000000, 19.904490, 0.441772, 2.039331, 2.242981, 0.002080, 2.024033, 0.003284
13F, H, 15.000000, 19.904490, 0.441772, 1.341162, 1.471081, 0.002188, 1.965225, 0.004785
13F, H, 20.000000, 19.904490, 0.441772, 0.969115, 1.061416, 0.002366, 1.935184, 0.006541
13G, H, 5.000000, 15.521394, 0.258593, 3.048534, 3.326755, 0.001741, 1.863990, 0.001779
13G, H, 10.000000, 15.521394, 0.258593, 1.541331, 1.688374, 0.001827, 1.938225, 0.003201
13G, H, 15.000000, 15.521394, 0.258593, 1.056646, 1.157234, 0.001230, 1.933354, 0.003079
13G, H, 20.000000, 15.521394, 0.258593, 0.779318, 0.851232, 0.001881, 1.880324, 0.006223
13H, H, 5.000000, 20.990477, 0.329176, 4.176779, 4.578205, 0.003276, 1.951406, 0.003192
13H, H, 10.000000, 20.990477, 0.329176, 2.115227, 2.328861, 0.002230, 2.048112, 0.003515
13H, H, 15.000000, 20.990477, 0.329176, 1.372595, 1.506452, 0.001935, 1.977504, 0.004038
13H, H, 20.000000, 20.990477, 0.329176, 1.067228, 1.172312, 0.002197, 1.994186, 0.006253
13I, H, 5.000000, 15.467249, 1.115786, 3.144922, 3.429554, 0.002831, 1.850867, 0.002824
13I, H, 10.000000, 15.467249, 1.115786, 1.630286, 1.784952, 0.002130, 1.927568, 0.003695
13I, H, 15.000000, 15.467249, 1.115786, 1.074909, 1.174940, 0.001882, 1.892570, 0.004568
13I, H, 20.000000, 15.467249, 1.115786, 0.799541, 0.872148, 0.001507, 1.853923, 0.004761
B06a, Ar, 10.000000, 252.239883, 41.019333, 19.429975, 21.252680, 0.016258, 1.865011, 0.005725
B06a, Ar, 20.000000, 252.239883, 41.019333, 12.409234, 13.484704, 0.013690, 1.830906, 0.004699
B06a, Ar, 30.000000, 252.239883, 41.019333, 9.385147, 10.256763, 0.004380, 1.977211, 0.001885
B06a, H, 1.000000, 24.753403, 1.559398, 20.043041, 21.640987, 0.028748, 1.688082, 0.008576
B06a, H, 2.000000, 24.753403, 1.559398, 11.649077, 12.850490, 0.009156, 2.200123, 0.004425
B06a, H, 3.000000, 24.753403, 1.559398, 8.322569, 9.247780, 0.005625, 2.312152, 0.003262
B06a, H, 5.000000, 24.753403, 1.559398, 5.036458, 5.570935, 0.005411, 2.166362, 0.003657
B06a, He, 2.000000, 44.007015, 3.416932, 18.371241, 20.084005, 0.014699, 1.947176, 0.005571
B06a, He, 3.000000, 44.007015, 3.416932, 13.695598, 15.022416, 0.009912, 1.970795, 0.003785
B06a, He, 5.000000, 44.007015, 3.416932, 8.937790, 9.820529, 0.013427, 2.040371, 0.006060
B06a, N, 5.000000, 125.962891, 12.705430, 20.211346, 22.237625, 0.012538, 1.933135, 0.004722
B06a, N, 10.000000, 125.962891, 12.705430, 12.655742, 13.661334, 0.010629, 1.640198, 0.002956
B07a, Ar, 10.000000, 226.829132, 29.274183, 18.045905, 19.630079, 0.014123, 1.786228, 0.004574
B07a, Ar, 20.000000, 226.829132, 29.274183, 11.869576, 13.007980, 0.012193, 2.051223, 0.005228
B07a, Ar, 30.000000, 226.829132, 29.274183, 8.559836, 9.370245, 0.006519, 2.008111, 0.002997
B07a, H, 1.000000, 22.018984, 1.307917, 18.254287, 19.608793, 0.020283, 1.633664, 0.005663
B07a, H, 2.000000, 22.018984, 1.307917, 10.568655, 11.644611, 0.012227, 2.148356, 0.005772
B07a, H, 3.000000, 22.018984, 1.307917, 7.501924, 8.311385, 0.007649, 2.232433, 0.004392
B07a, H, 5.000000, 22.018984, 1.307917, 4.567849, 5.046194, 0.004644, 2.136916, 0.003328
B07a, He, 2.000000, 39.164150, 2.695609, 16.745571, 18.200895, 0.013576, 1.806368, 0.004471
B07a, He, 3.000000, 39.164150, 2.695609, 12.412532, 13.589851, 0.008584, 1.944824, 0.003241
B07a, He, 5.000000, 39.164150, 2.695609, 8.034624, 8.807135, 0.009770, 1.973368, 0.004300
B07a, N, 3.000000, 104.662735, 16.060743, 24.687558, 27.236677, 0.020697, 1.883163, 0.007828
B07a, N, 5.000000, 104.662735, 16.060743, 18.932930, 20.710062, 0.016424, 1.848401, 0.005662
B07a, N, 10.000000, 104.662735, 16.060743, 11.249342, 12.093152, 0.007691, 1.598130, 0.002099
B08a, Ar, 10.000000, 214.610031, 27.442692, 17.621524, 19.266293, 0.015502, 1.844789, 0.005285
B08a, Ar, 20.000000, 214.610031, 27.442692, 11.243645, 12.323705, 0.013022, 2.039379, 0.005575
B08a, Ar, 30.000000, 214.610031, 27.442692, 8.221984, 9.029664, 0.007995, 2.071514, 0.003954
B08a, H, 1.000000, 20.917025, 1.503083, 17.775805, 19.277380, 0.022658, 1.740648, 0.007012
B08a, H, 2.000000, 20.917025, 1.503083, 10.055355, 11.044835, 0.017508, 2.055745, 0.007765
B08a, H, 3.000000, 20.917025, 1.503083, 7.010143, 7.740503, 0.007409, 2.131095, 0.003976
B08a, H, 5.000000, 20.917025, 1.503083, 4.406769, 4.876232, 0.007665, 2.181648, 0.005980
B08a, He, 2.000000, 37.324627, 2.193420, 16.410597, 17.874273, 0.013320, 1.756934, 0.004136
B08a, He, 3.000000, 37.324627, 2.193420, 11.811906, 12.884825, 0.008053, 1.843924, 0.002780
B08a, He, 5.000000, 37.324627, 2.193420, 7.668145, 8.413326, 0.009021, 1.990438, 0.004102
B08a, N, 3.000000, 99.195511, 14.523952, 23.661179, 26.326937, 0.017619, 2.143947, 0.008310
B08a, N, 5.000000, 99.195511, 14.523952, 18.307884, 20.041842, 0.011781, 1.760751, 0.003687
B08a, N, 10.000000, 99.195511, 14.523952, 10.455963, 11.195898, 0.007918, 1.531294, 0.002025
B09a, Ar, 10.000000, 243.072327, 35.502327, 19.012278, 20.771248, 0.013684, 1.882468, 0.004893
B09a, Ar, 20.000000, 243.072327, 35.502327, 12.671060, 13.876966, 0.008650, 2.011077, 0.003513
B09a, Ar, 30.000000, 243.072327, 35.502327, 9.150214, 10.006721, 0.008881, 1.992235, 0.003917
B09a, H, 1.000000, 23.653570, 1.958282, 19.699231, 21.394167, 0.021870, 1.847803, 0.007644
B09a, H, 2.000000, 23.653570, 1.958282, 11.572642, 12.842042, 0.014059, 2.295519, 0.007255
B09a, H, 3.000000, 23.653570, 1.958282, 7.905001, 8.735172, 0.005729, 2.157992, 0.002985
B09a, H, 5.000000, 23.653570, 1.958282, 4.869787, 5.374172, 0.005895, 2.113367, 0.003952
B09a, He, 2.000000, 42.750355, 3.151916, 18.037757, 19.785538, 0.019252, 2.034229, 0.007868
B09a, He, 3.000000, 42.750355, 3.151916, 13.270708, 14.529091, 0.010043, 1.920985, 0.003669
B09a, He, 5.000000, 42.750355, 3.151916, 8.741216, 9.604351, 0.007784, 2.027108, 0.003426
B09a, N, 5.000000, 120.273560, 10.320595, 19.934034, 22.030899, 0.012905, 2.087812, 0.005565
B09a, N, 10.000000, 120.273560, 10.320595, 12.411889, 13.423903, 0.010417, 1.685314, 0.003049
B10a, Ar, 10.000000, 243.599060, 33.487698, 19.380861, 21.170452, 0.012648, 1.816578, 0.004246
B10a, Ar, 20.000000, 243.599060, 33.487698, 12.517705, 13.690603, 0.011761, 1.979391, 0.004635
B10a, Ar, 30.000000, 243.599060, 33.487698, 9.341230, 10.262069, 0.003888, 2.090469, 0.001853
B10a, H, 1.000000, 23.481129, 1.385771, 19.849629, 21.424923, 0.016997, 1.668058, 0.004955
B10a, H, 2.000000, 23.481129, 1.385771, 11.376809, 12.571377, 0.012493, 2.167831, 0.005791
B10a, H, 3.000000, 23.481129, 1.385771, 8.119293, 8.999791, 0.006577, 2.250147, 0.003684
B10a, H, 5.000000, 23.481129, 1.385771, 4.942645, 5.469242, 0.006320, 2.180442, 0.004461
B10a, He, 2.000000, 42.675320, 2.703669, 18.189952, 19.895191, 0.020844, 1.913263, 0.007627
B10a, He, 3.000000, 42.675320, 2.703669, 13.643342, 14.976776, 0.005525, 1.980687, 0.002126
B10a, He, 5.000000, 42.675320, 2.703669, 8.816889, 9.697227, 0.006631, 2.051493, 0.003018
B10a, N, 5.000000, 122.203011, 11.324994, 20.055848, 22.121248, 0.017636, 1.957645, 0.006767
B10a, N, 10.000000, 122.203011, 11.324994, 12.618965, 13.676811, 0.007034, 1.714813, 0.002114
B15a, Ar, 10.000000, 421.415314, 103.433685, 24.840159, 27.397198, 0.020050, 1.824255, 0.007171
B15a, Ar, 20.000000, 421.415314, 103.433685, 18.299416, 20.082653, 0.014475, 1.988483, 0.005673
B15a, Ar, 30.000000, 421.415314, 103.433685, 14.296125, 15.645518, 0.011314, 1.991308, 0.004441
B15a, H, 2.000000, 36.706184, 4.309705, 19.016459, 20.649084, 0.027597, 1.851793, 0.009641
B15a, H, 3.000000, 36.706184, 4.309705, 12.271780, 13.501403, 0.007157, 2.080549, 0.003065
B15a, H, 5.000000, 36.706184, 4.309705, 7.581421, 8.389126, 0.006729, 2.194735, 0.003695
B15a, He, 2.000000, 69.730751, 8.998856, 24.681177, 27.242304, 0.031359, 2.405365, 0.018635
B15a, He, 3.000000, 69.730751, 8.998856, 19.943782, 21.900002, 0.015112, 1.954240, 0.005804
B15a, He, 5.000000, 69.730751, 8.998856, 13.285694, 14.563232, 0.010216, 1.999079, 0.004041
B15a, N, 10.000000, 213.558167, 25.581604, 18.967243, 20.857006, 0.013420, 1.839773, 0.004556
13C, H, 1.000000, 15.254656, 1.077250, 13.502120, 14.741024, 0.012837, 1.866204, 0.004644
13C, H, 7.000000, 15.254656, 1.077250, 2.293791, 2.522674, 0.003801, 2.023303, 0.004059
13C, H, 1.300000, 15.254656, 1.077250, 10.860635, 11.894724, 0.012347, 1.919600, 0.004758
13I, H, 1.000000, 15.467249, 1.115786, 13.616903, 14.864220, 0.012306, 1.884303, 0.004543
13I, H, 7.000000, 15.467249, 1.115786, 2.343233, 2.578597, 0.007345, 2.037090, 0.007978
13I, H, 1.300000, 15.467249, 1.115786, 11.035181, 12.111226, 0.011909, 1.982419, 0.004875
B05b, Ar, 10.000000, 181.886780, 15.728609, 15.611860, 17.110815, 0.010379, 1.978411, 0.004178
B05b, Ar, 20.000000, 181.886780, 15.728609, 9.560733, 10.432413, 0.009960, 1.911217, 0.004014
B05b, H, 1.000000, 17.750004, 1.431780, 15.394194, 16.768143, 0.013868, 1.836589, 0.004889
B05b, H, 7.000000, 17.750004, 1.431780, 2.720445, 2.998605, 0.003726, 2.075349, 0.003663
B05b, H, 1.300000, 17.750004, 1.431780, 12.444214, 13.632668, 0.012817, 1.947874, 0.005027
B06a, Ar, 10.000000, 252.239883, 41.019333, 19.836752, 21.802170, 0.021161, 1.990893, 0.008801
B06a, Ar, 20.000000, 252.239883, 41.019333, 13.118107, 14.389056, 0.010585, 2.023832, 0.004468
B06a, H, 1.000000, 24.753403, 1.559398, 20.548450, 22.481693, 0.028893, 1.950771, 0.011703
B06a, H, 7.000000, 24.753403, 1.559398, 3.635627, 4.019903, 0.005762, 2.153550, 0.004771
B06a, H, 1.300000, 24.753403, 1.559398, 16.102651, 17.580782, 0.018608, 1.883204, 0.006861
B06b, Ar, 10.000000, 178.065918, 15.022903, 15.429404, 16.853579, 0.011043, 1.889105, 0.004091
B06b, Ar, 20.000000, 178.065918, 15.022903, 9.592283, 10.497984, 0.008075, 1.985563, 0.003502
B06b, H, 1.000000, 18.197023, 0.642830, 15.515811, 16.939930, 0.012892, 1.898991, 0.004831
B06b, H, 7.000000, 18.197023, 0.642830, 2.691747, 2.966758, 0.006233, 2.074036, 0.006138
B06b, H, 1.300000, 18.197023, 0.642830, 12.632025, 13.905208, 0.014175, 2.065927, 0.006168
B07a, Ar, 10.000000, 226.829132, 29.274183, 18.978823, 20.950367, 0.016581, 2.122392, 0.007682
B07a, Ar, 20.000000, 226.829132, 29.274183, 11.726606, 12.829302, 0.009618, 1.978672, 0.003964
B07a, H, 7.000000, 22.018984, 1.307917, 3.278322, 3.621584, 0.006935, 2.130672, 0.006128
B07a, H, 1.300000, 22.018984, 1.307917, 15.500148, 17.105434, 0.019883, 2.224152, 0.009924
B08a, Ar, 10.000000, 214.610031, 27.442692, 17.518202, 19.261366, 0.018192, 2.005118, 0.007526
