[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=127
YRANGE=127
NAME=a_1 x a_2
XTITLE=a_1
YTITLE=a_2

[DATA]
24	6	1
26	6	1
30	6	1
31	6	1
32	6	1
33	6	3
34	6	2
26	7	1
27	7	1
28	7	3
29	7	2
30	7	2
32	7	1
35	7	1
21	8	1
25	8	1
26	8	2
27	8	2
28	8	2
29	8	2
30	8	2
31	8	3
32	8	1
24	9	1
26	9	1
27	9	1
28	9	1
29	9	2
31	9	3
32	9	1
33	9	1
35	9	1
41	9	1
19	10	1
26	10	1
27	10	2
29	10	3
30	10	1
31	10	2
32	10	1
34	10	1
37	10	1
18	11	1
23	11	1
27	11	1
28	11	3
29	11	1
30	11	1
31	11	3
32	11	1
37	11	1
24	12	1
26	12	1
28	12	2
29	12	1
30	12	1
31	12	1
32	12	2
33	12	1
35	12	1
38	12	1
15	13	1
25	13	1
26	13	1
28	13	2
29	13	1
30	13	2
32	13	5
33	13	1
39	13	1
45	13	1
13	14	1
20	14	2
25	14	2
26	14	1
27	14	1
28	14	2
29	14	2
30	14	3
31	14	1
25	15	1
26	15	2
27	15	1
28	15	2
29	15	1
30	15	2
31	15	1
32	15	1
24	16	1
25	16	1
26	16	1
28	16	1
29	16	1
30	16	1
31	16	2
33	16	2
41	16	1
9	17	1
14	17	1
20	17	2
24	17	2
25	17	1
26	17	3
27	17	1
29	17	2
30	17	1
33	17	1
8	18	1
23	18	1
24	18	1
25	18	1
26	18	2
27	18	1
34	18	2
13	19	1
26	19	1
30	19	1
31	19	1
7	20	1
8	20	1
24	20	1
30	20	1
31	20	1
32	20	1
33	20	3
34	20	1
15	21	1
20	21	1
26	21	3
27	21	1
28	21	1
33	21	1
35	21	1
36	21	1
48	21	1
25	22	2
26	22	2
27	22	4
28	22	2
29	22	2
30	22	3
31	22	2
32	22	1
33	22	1
17	23	1
24	23	1
25	23	1
26	23	1
27	23	2
28	23	2
29	23	2
31	23	2
33	23	1
34	23	3
37	23	1
51	23	2
26	24	2
27	24	3
28	24	3
30	24	1
31	24	2
32	24	4
33	24	1
34	24	4
35	24	1
38	24	1
10	25	1
26	25	3
27	25	1
28	25	1
29	25	3
30	25	3
31	25	2
32	25	7
33	25	1
8	26	1
24	26	3
25	26	3
27	26	2
28	26	2
29	26	8
30	26	1
32	26	2
33	26	1
50	26	1
7	27	1
8	27	1
25	27	2
26	27	1
28	27	1
29	27	3
30	27	6
32	27	2
33	27	1
34	27	2
35	27	1
49	27	1
7	28	1
19	28	1
20	28	1
24	28	2
26	28	1
27	28	2
28	28	1
29	28	3
30	28	1
31	28	1
32	28	1
33	28	2
35	28	1
45	28	1
8	29	1
25	29	1
26	29	2
27	29	1
28	29	1
29	29	2
30	29	1
31	29	1
32	29	1
33	29	2
34	29	1
45	29	1
7	30	1
8	30	1
9	30	1
24	30	1
25	30	1
26	30	1
27	30	2
29	30	3
31	30	1
32	30	2
35	30	1
38	30	1
6	31	1
16	31	3
27	31	1
28	31	3
29	31	2
30	31	4
31	31	1
32	31	2
33	31	3
35	31	1
25	32	1
26	32	1
27	32	3
28	32	1
30	32	3
31	32	2
32	32	3
33	32	2
35	32	2
42	32	1
5	33	1
7	33	1
26	33	2
27	33	1
28	33	3
29	33	2
33	33	3
37	33	1
42	33	1
8	34	1
23	34	2
25	34	3
28	34	2
29	34	1
30	34	1
31	34	5
33	34	2
34	34	1
43	34	1
7	35	1
10	35	1
11	35	3
12	35	1
26	35	2
27	35	1
28	35	3
29	35	4
30	35	4
31	35	2
32	35	2
51	35	1
10	36	1
11	36	2
13	36	1
25	36	1
26	36	2
27	36	2
28	36	1
29	36	2
30	36	4
31	36	4
32	36	1
15	37	1
20	37	1
27	37	1
28	37	4
30	37	1
31	37	6
32	37	2
33	37	1
8	38	1
15	38	1
26	38	2
27	38	2
28	38	1
29	38	3
30	38	4
31	38	2
32	38	1
42	38	1
46	38	1
49	38	1
8	39	1
12	39	1
23	39	1
24	39	1
25	39	2
26	39	1
27	39	2
28	39	3
29	39	1
32	39	2
33	39	2
34	39	2
10	40	1
24	40	1
25	40	1
27	40	1
31	40	1
32	40	2
26	41	1
27	41	2
28	41	1
31	41	2
32	41	2
33	41	2
42	41	1
46	41	1
47	41	1
14	42	1
24	42	1
25	42	3
27	42	1
28	42	1
29	42	1
30	42	1
31	42	3
40	42	1
41	42	1
43	42	1
14	43	2
23	43	1
24	43	1
25	43	3
26	43	1
27	43	3
29	43	2
31	43	3
32	43	1
34	43	2
36	43	1
13	44	3
17	44	1
24	44	1
26	44	3
27	44	1
28	44	2
30	44	2
13	45	1
28	45	3
29	45	1
32	45	1
42	45	1
21	46	1
26	46	1
28	46	1
29	46	1
30	46	1
31	46	2
32	46	2
33	46	2
16	47	1
21	47	1
26	47	1
27	47	1
28	47	1
31	47	1
32	47	1
33	47	1
17	48	1
18	48	1
23	48	1
25	48	1
27	48	1
28	48	2
29	48	1
30	48	1
31	48	2
39	48	2
41	48	1
20	49	1
26	49	1
27	49	1
28	49	1
30	49	1
32	49	2
35	49	1
21	50	1
24	50	2
27	50	1
28	50	1
29	50	3
30	50	1
32	50	2
25	51	1
26	51	1
27	51	2
29	51	1
30	51	3
31	51	1
33	51	1
28	52	1
